NFT Name,Count,%Area,Perimeter,Major,Minor,Angle,Circularity,Integrated density,Skewness,Kurtosis
Fingerprint #1,19,10.17390,799.64173,140.98328,35.85945,125.30953,0.23153,1260708.31579,-2.12691,3.68638
Fingerprint #2,15,10.23860,998.56765,175.15966,40.97299,119.31888,0.17631,1604778.60000,-2.22541,3.84277
Fingerprint #3,16,10.22810,935.20913,81.83010,34.20243,80.47521,0.44003,1505245.06250,-1.18054,0.88104
Fingerprint #4,16,10.16040,801.28577,133.97131,38.30904,71.01772,0.27952,1493777.87500,-1.99246,3.14465
Fingerprint #5,22,10.13880,635.44697,103.81475,33.69084,98.35679,0.35128,1084423.81818,-1.77311,2.67630
Fingerprint #6,10,10.16000,1538.17795,151.53691,53.24917,101.29367,0.15316,2387439.00000,-2.03901,3.10455
Fingerprint #7,16,10.17270,942.70786,168.35667,39.17760,121.48167,0.16917,1495636.56250,-2.25762,4.03048
Fingerprint #8,13,10.15650,1165.06553,141.52483,49.08982,85.26046,0.26577,1838905.30769,-2.12084,3.66182
Fingerprint #9,16,10.17130,924.78254,159.54436,37.45643,133.29991,0.20052,1496108.68750,-2.32665,4.32157
Fingerprint #10,19,10.15380,798.15859,95.41916,31.99080,74.12026,0.28088,1257197.26316,-1.50022,1.59886
Fingerprint #11,14,10.16660,1086.28678,176.54091,45.30605,94.48453,0.16602,1709450.92857,-2.38371,4.51891
Fingerprint #12,25,10.13160,563.66712,115.66753,31.12346,108.83716,0.26970,953008.60000,-1.96700,3.08504
Fingerprint #13,20,10.14510,745.84046,131.75795,31.64362,85.57073,0.24230,1193485.75000,-1.99073,3.07838
Fingerprint #14,12,10.14180,1249.04172,138.35936,50.42536,102.62411,0.24265,1987222.00000,-2.08518,3.50533
Fingerprint #15,11,10.13670,1410.12903,122.74005,56.42276,109.68560,0.19388,2168178.36364,-1.80670,2.57843
Fingerprint #16,21,10.15970,748.84261,161.91263,27.76057,120.47460,0.24715,1138245.76190,-2.03091,3.45513
Fingerprint #17,20,10.13630,763.27523,136.38036,33.69873,74.22586,0.25679,1192990.20000,-2.12872,3.60061
Fingerprint #18,18,10.15180,841.97333,143.84585,40.49666,113.71609,0.17438,1327319.66667,-2.06529,3.48700
Fingerprint #19,16,10.17590,862.87326,94.41340,38.35588,109.22928,0.32405,1497363.81250,-1.37489,1.46144
Fingerprint #20,26,10.09780,536.72194,118.78932,29.04130,110.64813,0.32143,913769.42308,-1.97049,3.19394
Fingerprint #21,17,10.12260,817.39528,140.38852,34.53606,126.28541,0.24718,1400848.23529,-1.98892,3.13838
Fingerprint #22,18,10.17600,847.36998,97.27758,35.55237,70.11831,0.37781,1328799.50000,-1.45771,1.73178
Fingerprint #23,21,10.13300,641.84800,128.18911,32.02663,105.81965,0.26115,1134888.66667,-2.02596,3.34253
Fingerprint #24,17,10.09940,917.51393,155.12435,42.82482,96.50988,0.12871,1395960.23529,-2.26013,3.96155
Fingerprint #25,19,10.17280,727.36365,134.34021,36.70129,107.15546,0.24903,1260707.00000,-2.03200,3.40609
Fingerprint #26,14,10.23230,1084.14999,150.14089,39.47710,114.87334,0.22557,1717758.14286,-2.14787,3.53573
Fingerprint #27,20,10.20130,698.42137,137.03212,29.23295,116.27963,0.30484,1199967.45000,-1.83255,2.73142
Fingerprint #28,17,10.17360,906.46439,160.00827,35.26453,119.37454,0.21284,1407707.11765,-2.12250,3.64990
Fingerprint #29,19,10.17750,762.25749,135.07324,32.36922,106.80819,0.32055,1260462.57895,-1.81277,2.82990
Fingerprint #30,23,10.08870,647.51375,144.08836,26.43409,117.16797,0.26656,1030774.69565,-1.77657,3.00540
Fingerprint #31,11,10.15670,1337.13288,170.59922,54.35431,100.19676,0.14722,2173574.36364,-2.38571,4.51650
Fingerprint #32,25,10.10220,601.76716,124.82524,26.86607,119.55006,0.29733,950460.40000,-1.86701,2.93887
Fingerprint #33,23,10.10490,689.60296,118.56227,30.61974,108.09045,0.27188,1034568.17391,-1.94898,3.15629
Fingerprint #34,20,10.15920,763.81926,158.51838,27.20570,131.99074,0.23298,1194849.80000,-1.92760,3.06132
Fingerprint #35,18,10.11780,825.17529,91.49457,37.37589,42.61781,0.37282,1322495.44444,-1.37670,1.40907
Fingerprint #36,19,10.12100,735.03130,128.93327,39.33533,103.95958,0.24696,1252714.68421,-2.00486,3.23367
Fingerprint #37,12,10.19890,1215.28953,100.67120,48.70487,92.79844,0.37908,1998685.91667,-1.49312,1.64833
Fingerprint #38,14,10.19480,1107.21676,142.42379,47.84385,117.53855,0.19962,1714983.00000,-2.02912,3.42873
Fingerprint #39,12,10.12950,1238.72945,108.93621,37.48207,85.98817,0.31461,1986007.33333,-1.66861,2.18558
Fingerprint #40,27,10.13230,580.56507,97.45819,24.43742,100.59809,0.30289,883269.88889,-1.40022,1.53310
Fingerprint #41,12,10.16310,1247.82143,184.11397,45.61808,131.54979,0.18049,1994165.00000,-2.30018,4.16481
Fingerprint #42,21,10.15210,710.77418,106.74479,31.81358,108.53121,0.27961,1137953.33333,-1.77401,2.53577
Fingerprint #43,22,10.18350,657.99880,151.24391,29.48806,126.75516,0.24982,1089124.40909,-2.13337,3.58053
Fingerprint #44,11,10.20100,1382.10824,157.56230,58.63045,109.60963,0.12038,2180305.54545,-2.26370,3.98298
Fingerprint #45,14,10.18470,1051.15584,189.29902,42.05962,125.97669,0.14283,1712113.42857,-2.27352,4.09755
Fingerprint #46,22,10.16030,680.67914,109.54398,32.17347,99.60958,0.34688,1085906.68182,-1.68105,2.34142
Fingerprint #47,21,10.17910,745.50047,102.14870,29.67621,95.87177,0.38955,1140407.52381,-1.67226,2.38015
Fingerprint #48,16,10.13570,911.66510,104.81055,45.06552,110.22558,0.24054,1490962.31250,-1.79812,2.53608
Fingerprint #49,21,10.19090,673.06128,156.18934,33.65700,129.30425,0.24029,1141933.95238,-2.16393,3.81320
Fingerprint #50,15,10.12240,978.05021,130.97291,45.12125,82.77845,0.24127,1586074.13333,-1.95597,3.17254
Fingerprint #51,11,10.23130,1434.46747,149.96863,52.23412,126.54901,0.23969,2188829.18182,-1.70024,2.47385
Fingerprint #52,16,10.18940,887.59561,147.88373,37.89317,101.84457,0.22980,1499355.25000,-2.11166,3.52416
Fingerprint #53,17,10.18880,876.24186,157.15462,37.85301,123.77071,0.24916,1412169.35294,-2.01517,3.48966
Fingerprint #54,20,10.16980,787.93659,148.14342,34.66667,115.89723,0.22019,1195711.15000,-2.22334,3.87079
Fingerprint #55,17,10.16150,870.48473,144.29905,42.53586,109.01746,0.15345,1406574.05882,-2.25685,3.99173
Fingerprint #56,17,10.16400,906.89687,159.19374,32.94428,133.00499,0.19335,1406873.76471,-2.09422,3.47328
Fingerprint #57,9,10.16450,1593.75206,136.17887,57.58887,81.39397,0.24212,2659918.22222,-1.93450,2.90107
Fingerprint #58,19,10.19200,813.42754,166.69461,28.06737,120.09859,0.25299,1262705.94737,-1.94693,3.23003
Fingerprint #59,17,10.14580,816.67959,144.73090,33.60389,119.52368,0.31008,1403984.76471,-2.18903,3.70518
Fingerprint #60,20,10.17380,678.83536,118.83270,31.80159,110.77693,0.32145,1196817.95000,-1.82777,2.74474
Fingerprint #61,21,10.07290,666.65133,90.21187,30.44174,77.51089,0.27375,1127370.28571,-1.55603,1.71573
Fingerprint #62,14,10.22090,1017.87402,163.10209,39.87290,114.32927,0.20042,1715912.35714,-2.00107,3.32701
Fingerprint #63,15,10.17520,991.13978,160.05593,41.75683,109.89060,0.17689,1595644.46667,-2.31022,4.21578
Fingerprint #64,13,10.26970,1105.50363,116.21906,50.27820,96.96319,0.28024,1861488.84615,-1.70903,2.69115
Fingerprint #65,21,10.16770,709.27745,129.87749,32.34603,103.99884,0.28819,1139351.23810,-1.98865,3.30485
Fingerprint #66,19,10.14310,757.77033,135.81543,34.16757,126.09888,0.27978,1254921.68421,-1.98099,3.28793
Fingerprint #67,25,10.07650,558.90244,116.52837,30.17494,110.69800,0.28473,947472.76000,-1.95450,3.03393
Fingerprint #68,24,10.09540,646.06558,145.79841,26.66902,126.72399,0.23532,989626.66667,-2.03507,3.44380
Fingerprint #69,18,10.13690,861.10269,144.16683,35.40146,120.81915,0.23060,1324852.88889,-1.96504,3.17193
Fingerprint #70,12,10.24100,1158.29372,112.99841,58.66489,96.45893,0.27858,2008268.16667,-1.98898,3.14307
Fingerprint #71,22,10.16770,710.83375,127.74943,29.93682,133.68532,0.23572,1087473.90909,-1.85284,2.81662
Fingerprint #72,22,10.13690,706.61473,114.86091,26.56357,94.09324,0.36184,1084408.86364,-1.79565,2.68184
Fingerprint #73,16,10.21910,911.10121,97.09694,38.90239,94.61407,0.33186,1503918.62500,-1.43246,1.61678
Fingerprint #74,13,10.19570,1191.62420,123.74403,36.90897,101.01758,0.37614,1848546.92308,-1.56347,2.00484
Fingerprint #75,12,10.24430,1312.89385,149.41142,47.91782,116.09105,0.21661,2009144.58333,-2.16744,3.66914
Fingerprint #76,19,10.19110,780.55976,125.27642,40.44669,131.19738,0.26505,1262607.57895,-1.91150,3.11464
Fingerprint #77,18,10.19210,728.59790,126.14232,33.84530,127.41882,0.27283,1333132.27778,-1.99665,3.08923
Fingerprint #78,22,10.14610,695.64888,114.84385,28.41841,86.81478,0.33859,1085654.00000,-1.56114,2.16872
Fingerprint #79,19,10.12340,788.55025,114.74759,36.04164,86.09549,0.32034,1253537.94737,-1.76998,2.47602
Fingerprint #80,9,10.19450,1630.16455,134.36128,58.62867,59.73237,0.27851,2663567.33333,-1.74193,2.42837
Fingerprint #81,23,10.06770,659.98093,127.54235,28.43823,92.72630,0.29684,1028517.65217,-1.84926,2.74966
Fingerprint #82,17,10.13580,843.87590,121.66991,40.95954,109.50271,0.28943,1401905.58824,-2.04001,3.42949
Fingerprint #83,17,10.15720,913.36680,110.43565,33.30310,101.96016,0.32487,1404596.52941,-1.81868,2.69487
Fingerprint #84,15,10.18390,1004.38016,115.96549,34.70576,81.77931,0.30250,1598539.93333,-2.07156,3.23974
Fingerprint #85,16,10.21830,962.12425,146.23527,35.15736,100.87631,0.25289,1502275.87500,-2.08770,3.36356
Fingerprint #86,17,10.15250,911.00255,157.04678,41.63923,131.84572,0.17378,1404667.35294,-2.23085,3.91911
Fingerprint #87,22,10.14480,693.53115,132.66700,31.80465,136.71352,0.22662,1084506.77273,-2.08811,3.42945
Fingerprint #88,17,10.26270,832.89857,108.94960,33.68157,85.46035,0.38161,1421015.17647,-1.68680,2.23783
Fingerprint #89,14,10.17990,1091.99420,103.31534,44.76490,83.19416,0.27958,1711565.78571,-1.54290,1.86441
Fingerprint #90,13,10.22140,1073.18127,156.32805,46.22815,117.59569,0.22548,1851229.53846,-2.14090,3.68106
Fingerprint #91,30,10.09980,498.04291,89.68323,27.05847,96.67410,0.34386,792214.16667,-1.60089,2.13295
Fingerprint #92,17,10.20050,842.66599,126.83091,41.84950,118.56426,0.23619,1412144.82353,-2.00156,3.18712
Fingerprint #93,22,10.15590,694.54086,146.05336,28.23140,128.80433,0.24008,1086812.31818,-1.97010,3.29251
Fingerprint #94,18,10.13360,869.71681,102.73610,39.10815,74.07458,0.29711,1324978.77778,-1.86283,2.81965
Fingerprint #95,20,10.14550,762.22266,149.34313,28.35357,108.41183,0.28577,1193045.55000,-1.96139,3.18405
Fingerprint #96,11,10.19000,1326.77877,151.01310,52.29615,82.19479,0.19530,2179338.00000,-1.95610,2.90852
Fingerprint #97,17,10.22380,883.11005,95.49173,38.40466,79.83313,0.40008,1414168.05882,-1.41687,1.60406
Fingerprint #98,15,10.11800,869.50483,130.90341,40.40247,104.52077,0.26574,1585205.13333,-2.22368,3.80147
Fingerprint #99,15,10.21130,967.87926,152.07859,39.47743,95.61987,0.22990,1603820.40000,-2.23789,3.92992
Fingerprint #100,20,10.20420,732.58426,133.24404,33.60564,109.60999,0.29666,1200306.50000,-1.92419,3.11304
Fingerprint #101,18,10.15570,883.67930,170.88932,35.95681,131.11233,0.15839,1326687.11111,-2.33256,4.28955
Fingerprint #102,13,10.22290,1133.61372,80.98187,36.28258,96.03301,0.44401,1851605.69231,-0.96338,0.41919
Fingerprint #103,20,10.12350,716.89639,108.08622,36.34813,85.52312,0.31126,1190716.35000,-1.74425,2.55533
Fingerprint #104,8,10.21060,1887.99757,127.08967,57.95861,72.59676,0.29253,3004137.87500,-1.53746,1.70889
Fingerprint #105,20,10.20090,688.98456,121.04475,33.41036,118.97862,0.32240,1200071.15000,-1.98698,3.24505
Fingerprint #106,19,10.17270,796.95150,147.86647,30.81842,136.89155,0.23616,1260463.05263,-2.05264,3.34492
Fingerprint #107,18,10.16580,813.10303,134.68390,40.66054,101.18397,0.26196,1328016.11111,-2.04297,3.46466
Fingerprint #108,15,10.15120,959.39047,106.83691,44.08090,85.65333,0.27002,1592876.53333,-1.61545,2.04172
Fingerprint #109,13,10.23980,1196.92159,172.12847,46.72002,102.12085,0.16030,1854151.46154,-2.36896,4.44345
Fingerprint #110,15,10.21830,1043.91593,161.75946,44.71205,134.04752,0.15907,1604244.53333,-2.36226,4.41455
Fingerprint #111,15,10.17550,954.16231,129.97023,37.74683,86.55908,0.23638,1595307.06667,-2.01747,3.01593
Fingerprint #112,16,10.20940,944.49682,154.04881,43.71293,111.20859,0.18452,1500987.75000,-2.09555,3.57251
Fingerprint #113,10,10.26190,1470.53952,127.38494,52.27897,93.49037,0.20144,2413656.40000,-2.07681,3.37989
Fingerprint #114,17,10.23410,879.84981,147.95480,34.91121,127.81727,0.26035,1416706.41176,-1.99492,3.18232
Fingerprint #115,15,10.16360,977.45957,66.75638,30.30810,86.67341,0.34958,1595393.60000,-1.25953,0.78901
Fingerprint #116,18,10.07800,855.92827,84.96406,31.58776,88.79437,0.43931,1318693.88889,-1.28528,1.24481
Fingerprint #117,19,10.15790,834.72509,147.74149,34.86558,117.18917,0.21423,1257885.42105,-2.12384,3.65928
Fingerprint #118,11,10.21550,1419.70297,141.72024,53.71186,103.90956,0.23179,2184691.45455,-1.87761,2.86104
Fingerprint #119,18,10.16540,721.91392,120.68046,33.12691,119.66374,0.27647,1329342.33333,-2.01908,3.29710
Fingerprint #120,16,10.21390,919.42011,154.12197,41.76633,95.92956,0.19951,1502097.25000,-2.20706,3.81428
Fingerprint #121,22,10.15030,741.90461,100.31229,27.70353,106.95917,0.36314,1085015.50000,-1.63492,2.15084
Fingerprint #122,17,10.21210,901.52363,146.76217,33.65599,111.46961,0.25176,1414113.88235,-1.89141,2.96074
Fingerprint #123,21,10.10690,668.01687,140.28024,30.66121,139.00781,0.28333,1131391.71429,-1.79949,2.80953
Fingerprint #124,17,10.15300,871.86491,117.01579,41.56515,95.24614,0.27343,1405703.17647,-2.00474,3.17228
Fingerprint #125,11,10.24990,1366.55692,137.89022,55.29722,111.63777,0.25810,2193081.90909,-1.79992,2.71638
Fingerprint #126,19,10.16760,854.97165,165.81919,29.97126,143.33060,0.23348,1259252.84211,-1.94444,3.25929
Fingerprint #127,16,10.24500,826.48184,135.65058,40.94515,109.88347,0.32152,1508916.93750,-1.92977,3.07766
Fingerprint #128,20,10.07960,689.61398,115.20340,26.29946,107.03126,0.37431,1185295.10000,-1.63708,2.17575
Fingerprint #129,20,10.16710,681.35095,126.64363,36.01839,106.95960,0.26716,1195608.40000,-1.99749,3.19404
Fingerprint #130,20,10.12220,770.15768,126.42082,34.10282,120.29207,0.27475,1189352.10000,-1.86060,2.85741
Fingerprint #131,12,10.17360,1225.99197,143.50934,55.32914,61.35103,0.21227,1994102.75000,-1.98422,3.14250
Fingerprint #132,11,10.16310,1373.07430,136.46519,59.01672,127.40575,0.11202,2173230.72727,-1.95585,2.89132
Fingerprint #133,21,10.19200,765.50639,145.60626,30.83994,143.26631,0.23555,1142544.76190,-2.13074,3.67585
Fingerprint #134,14,10.12650,1058.25408,102.57156,39.66397,95.85911,0.37672,1703921.42857,-1.53975,2.03799
Fingerprint #135,19,10.20030,736.70765,85.93891,33.57008,110.94300,0.36983,1264854.42105,-1.58789,1.96554
Fingerprint #136,18,10.18440,854.76154,154.38613,36.04024,130.12188,0.21266,1331835.00000,-2.22604,4.03517
Fingerprint #137,13,10.19570,1140.73574,105.41209,46.84155,119.40749,0.27159,1846281.07692,-1.69137,2.30084
Fingerprint #138,18,10.17570,804.09434,125.82685,39.17447,105.15412,0.21574,1331289.88889,-2.25828,4.26494
Fingerprint #139,14,10.14510,968.60902,125.35009,38.10991,123.49872,0.30975,1703679.42857,-2.09124,3.46850
Fingerprint #140,25,10.13980,642.88784,125.73483,29.19277,114.01848,0.27480,953566.52000,-2.05806,3.39037
Fingerprint #141,18,10.14830,718.71172,142.45059,36.14312,122.77351,0.29589,1326806.55556,-1.99859,3.53880
Fingerprint #142,22,10.14950,729.93738,119.67607,33.79900,120.41454,0.28037,1084648.68182,-1.80405,2.72282
Fingerprint #143,19,10.19250,742.04382,123.21645,29.83758,109.74715,0.34762,1261849.00000,-1.93401,2.84458
Fingerprint #144,20,10.15270,721.90442,139.86579,33.05935,118.73583,0.24064,1193798.20000,-2.10615,3.58749
Fingerprint #145,19,10.21600,689.82942,124.88429,32.63183,99.47416,0.32693,1265521.31579,-1.96924,3.06874
Fingerprint #146,14,10.21550,1000.76060,121.32661,43.12996,96.31349,0.24078,1717421.21429,-2.08395,3.28548
Fingerprint #147,22,10.09110,636.90203,126.28190,34.03246,112.84846,0.27522,1078755.59091,-2.02671,3.35947
Fingerprint #148,23,10.14380,658.28488,120.41995,30.67446,115.74053,0.28854,1037780.95652,-1.96010,3.15241
Fingerprint #149,15,10.15400,998.75271,132.55468,43.77653,101.96711,0.27832,1592535.26667,-2.04590,3.45631
Fingerprint #150,21,10.15920,725.79014,138.42574,35.67855,98.62723,0.20686,1138151.28571,-2.09898,3.61195
Fingerprint #151,8,10.23630,1865.23019,141.35378,72.15986,93.42807,0.27678,3012598.37500,-1.75279,2.71066
Fingerprint #152,19,10.20520,800.65386,119.39365,33.53195,94.50969,0.31169,1264162.68421,-1.87424,2.76968
Fingerprint #153,29,10.06840,464.06704,110.77735,26.55562,125.50639,0.30026,816615.27586,-1.92632,2.96578
Fingerprint #154,12,10.21850,1244.17479,124.20820,45.13981,96.51319,0.26297,2002869.83333,-1.80648,2.38582
Fingerprint #155,13,10.19600,1137.56915,144.02423,47.08578,81.96132,0.25236,1846192.15385,-1.88512,2.98410
Fingerprint #156,22,10.12380,706.93856,144.05672,34.35545,111.79985,0.22681,1082500.50000,-2.09645,3.56943
Fingerprint #157,20,10.19370,751.87011,132.25552,28.89055,104.56186,0.36985,1199002.80000,-1.80667,2.80917
Fingerprint #158,14,10.22330,1120.69607,73.05071,28.13865,65.34881,0.59882,1720848.00000,-1.16688,0.77896
Fingerprint #159,20,10.13400,784.63650,118.81576,35.69466,101.05073,0.30335,1190817.15000,-1.84979,3.01126
Fingerprint #160,21,10.16200,687.44031,129.04982,34.43954,123.26807,0.24150,1139042.52381,-2.02861,3.32471
Fingerprint #161,18,10.14110,814.04568,146.02931,32.24777,101.46886,0.27055,1325600.55556,-2.09399,3.52472
Fingerprint #162,20,10.17370,756.43071,121.58960,34.89694,132.58367,0.21978,1195565.80000,-2.03020,3.20679
Fingerprint #163,15,10.24300,984.63973,133.88914,44.06744,116.24206,0.23129,1608017.13333,-2.15080,3.66743
Fingerprint #164,12,10.15370,1183.76461,145.62712,54.01519,82.45063,0.12954,1987345.08333,-2.07668,3.20903
Fingerprint #165,14,10.27080,1035.04619,121.00115,38.97943,84.53536,0.28094,1728807.42857,-1.77668,2.58387
Fingerprint #166,18,10.08120,809.38675,133.04490,38.32463,101.16411,0.21715,1317899.94444,-1.97928,3.19569
Fingerprint #167,18,10.15130,764.98291,108.84536,37.51571,78.29749,0.34052,1326465.38889,-2.03505,3.22327
Fingerprint #168,24,10.09980,553.02901,105.26871,31.61825,92.42572,0.35973,989738.83333,-1.76182,2.55974
Fingerprint #169,12,10.19040,1251.29260,94.36999,48.52577,97.69312,0.38447,2001417.16667,-1.68659,2.15928
Fingerprint #170,12,10.13170,1131.36823,148.25544,49.16175,112.45966,0.21753,1986030.33333,-2.14820,3.55982
Fingerprint #171,17,10.20010,992.26372,174.50318,36.24141,101.69817,0.11903,1411956.41176,-2.23531,4.05228
Fingerprint #172,19,10.21110,802.36617,144.11796,35.11387,88.19938,0.26989,1264655.42105,-1.93047,3.07945
Fingerprint #173,12,10.22820,1244.70660,156.64964,46.24392,123.70008,0.18912,2006493.66667,-2.10103,3.47030
Fingerprint #174,9,10.17760,1712.00138,136.31035,55.94777,71.60434,0.17944,2659624.66667,-2.00403,3.36427
Fingerprint #175,17,10.20250,884.42310,132.19829,37.86610,115.88969,0.26861,1411758.88235,-2.03520,3.29789
Fingerprint #176,22,10.16170,674.66388,119.54315,27.29971,98.73339,0.30218,1087874.54545,-1.84875,2.71952
Fingerprint #177,28,10.14100,522.02689,46.22495,20.35023,72.55448,0.56281,852219.07143,-0.77317,-0.10265
Fingerprint #178,16,10.23370,909.77995,140.74966,39.48477,77.12182,0.21783,1508528.06250,-2.21973,3.87187
Fingerprint #179,18,10.20940,935.15652,163.33601,34.80779,142.60850,0.16940,1333917.61111,-2.13094,3.65897
Fingerprint #180,17,10.12280,796.93001,147.91146,38.09942,113.94811,0.25208,1399404.17647,-1.97761,3.27232
Fingerprint #181,15,10.16960,965.13603,104.50519,40.77204,128.30609,0.37005,1594813.60000,-1.70438,2.31255
Fingerprint #182,19,10.16800,746.87541,161.24672,32.08813,121.03240,0.24476,1258848.94737,-2.24156,3.89293
Fingerprint #183,20,10.17450,749.86710,133.24257,31.13421,142.23086,0.22249,1196270.10000,-1.94218,3.13847
Fingerprint #184,30,10.11450,456.64077,109.87672,24.18061,108.88774,0.33149,793158.83333,-1.91288,2.87282
Fingerprint #185,16,10.15760,896.17702,151.33042,41.55487,105.23438,0.15259,1494027.81250,-2.32381,4.20977
Fingerprint #186,18,10.09950,826.88393,91.23819,33.60751,91.65667,0.34463,1321262.88889,-1.39244,1.51549
Fingerprint #187,18,10.10870,827.75764,134.57322,41.99802,75.08896,0.17276,1320487.00000,-2.15233,3.62129
Fingerprint #188,14,10.15890,1059.89559,104.67334,43.25137,84.80703,0.31646,1705580.50000,-1.68228,2.18674
Fingerprint #189,15,10.18360,997.07916,113.01311,39.11683,91.65253,0.29721,1598876.20000,-1.72624,2.57246
Fingerprint #190,21,10.16300,730.81911,132.74875,29.92422,112.87898,0.29204,1137811.85714,-1.82028,2.81490
Fingerprint #191,13,10.20110,1164.90900,157.23606,52.35930,114.73746,0.13491,1847362.53846,-2.29255,4.16346
Fingerprint #192,22,10.13680,633.37497,104.30277,33.40834,86.64526,0.35427,1083807.40909,-1.69799,2.28259
Fingerprint #193,20,10.16530,727.92431,126.47929,36.69143,106.43480,0.30340,1194764.30000,-2.02619,3.35605
Fingerprint #194,15,10.13700,1011.45130,107.11218,44.66140,102.86993,0.31312,1589391.00000,-1.49695,1.72916
Fingerprint #195,10,10.13800,1459.47150,125.27021,55.09144,116.92757,0.21737,2386411.50000,-1.84173,2.70363
Fingerprint #196,14,10.15150,1081.80572,147.16981,40.06225,65.16439,0.23627,1705712.71429,-1.88859,2.93328
Fingerprint #197,20,10.14430,703.76731,132.08966,31.76085,110.28114,0.30794,1192683.35000,-2.01064,3.27831
Fingerprint #198,21,10.16740,611.73115,138.95460,31.89125,111.81200,0.26764,1138657.52381,-1.95464,3.21171
Fingerprint #199,18,10.11940,731.44155,156.35819,37.05342,111.93302,0.23047,1322546.83333,-2.35645,4.38059
Fingerprint #200,14,10.18910,1073.09319,106.92990,48.21452,96.12749,0.30415,1712299.21429,-1.62100,2.20893
Fingerprint #201,20,10.16530,782.03306,130.02485,36.31288,96.54383,0.22799,1195967.80000,-2.02038,3.51164
Fingerprint #202,21,10.08990,679.86720,99.23959,31.17930,93.38974,0.38005,1129186.47619,-1.54817,1.91739
Fingerprint #203,16,10.22720,899.07221,173.94928,38.12300,143.22105,0.17699,1505984.81250,-2.30847,4.23750
Fingerprint #204,21,10.14530,686.52506,98.55101,29.26617,110.08960,0.29322,1136810.28571,-1.66875,2.06666
Fingerprint #205,13,10.24170,1146.23705,119.60797,42.85122,48.21142,0.31932,1853238.15385,-2.01048,3.28577
Fingerprint #206,15,10.25520,959.51564,153.07689,44.05397,134.51161,0.21479,1609081.06667,-2.15517,3.81038
Fingerprint #207,19,10.17120,795.46247,128.89050,33.83457,103.36959,0.31079,1258282.78947,-1.91388,3.14039
Fingerprint #208,15,10.15140,964.46083,171.97490,39.31267,95.17790,0.16862,1591974.26667,-2.32182,4.20269
Fingerprint #209,15,10.19870,987.08454,138.33217,43.17608,98.55237,0.23006,1600767.13333,-2.04500,3.32963
Fingerprint #210,14,10.16440,1092.15603,150.36072,46.28089,107.19447,0.16835,1707855.42857,-2.10557,3.55580
Fingerprint #211,19,10.15500,798.48147,136.12813,33.52125,144.81354,0.23461,1257997.47368,-2.13077,3.72458
Fingerprint #212,16,10.20250,963.75372,150.39695,45.55973,119.40502,0.17744,1500660.00000,-2.14475,3.79319
Fingerprint #213,19,10.16000,758.80671,127.95301,40.43348,132.39409,0.17991,1258923.36842,-2.16030,3.75080
Fingerprint #214,15,10.23430,968.79538,134.91993,42.37287,99.54319,0.26955,1607009.53333,-2.02959,3.35690
Fingerprint #215,21,10.06270,718.89267,79.41542,32.54542,81.01195,0.46575,1126605.28571,-1.25201,1.22776
Fingerprint #216,17,10.22920,909.24528,110.07837,34.05666,104.52883,0.41446,1415203.52941,-1.58352,2.22455
Fingerprint #217,16,10.24020,1022.58688,167.88776,36.44980,120.24584,0.20063,1505926.62500,-2.08306,3.49954
Fingerprint #218,12,10.16850,1223.05525,135.95632,47.18706,99.35270,0.25087,1994968.50000,-1.93727,2.92149
Fingerprint #219,12,10.24520,1196.42313,225.26129,39.72779,126.18588,0.17618,2010862.83333,-2.18975,3.98873
Fingerprint #220,14,10.21800,1109.12538,119.01290,50.06235,97.47402,0.21978,1716800.42857,-1.75435,2.42331
Fingerprint #221,12,10.27650,1233.85998,161.55319,52.08635,116.85950,0.14278,2014325.50000,-2.18562,3.77585
Fingerprint #222,14,10.20280,1066.47930,150.92797,38.55256,116.77415,0.25743,1713266.78571,-2.19580,3.69877
Fingerprint #223,15,10.11110,966.32529,130.35165,44.01676,89.02580,0.24112,1585840.06667,-1.87989,2.99488
Fingerprint #224,15,10.30560,1009.53947,155.10254,41.40227,131.01674,0.21070,1618655.53333,-2.19168,3.72396
Fingerprint #225,19,10.15000,808.19839,118.75882,35.82921,102.04455,0.27590,1256791.42105,-1.85803,2.66443
Fingerprint #226,23,10.19000,624.68139,125.16207,28.01594,104.85745,0.39427,1043333.91304,-1.79667,2.84509
Fingerprint #227,18,10.16460,843.16309,140.87222,37.74586,128.11602,0.23904,1329084.88889,-2.07424,3.45333
Fingerprint #228,14,10.13630,992.03595,150.60715,43.88057,96.92535,0.16132,1704418.78571,-2.15605,3.60974
Fingerprint #229,16,10.17180,968.30582,122.57746,33.72448,83.68444,0.28579,1494736.50000,-1.82055,2.69047
Fingerprint #230,14,10.22910,1083.37737,111.23394,40.38759,76.05230,0.34654,1720256.28571,-1.59700,1.77790
Fingerprint #231,15,10.23920,955.05955,119.52764,39.75684,119.39312,0.29794,1607409.60000,-1.71938,2.54708
Fingerprint #232,25,10.11370,571.98947,130.33701,27.69266,118.13264,0.26147,951843.84000,-2.07721,3.39527
Fingerprint #233,17,10.16360,878.70266,117.90797,40.85049,117.25968,0.31938,1407465.17647,-1.75245,2.52993
Fingerprint #234,15,10.18230,1004.38895,135.71259,40.40114,118.16393,0.20998,1598163.93333,-1.98278,3.17467
Fingerprint #235,22,10.14470,643.74554,123.41424,32.80130,112.44525,0.26388,1084357.72727,-2.14263,3.46146
