NFT Name,Count,%Area,Perimeter,Major,Minor,Angle,Circularity,Integrated density,Skewness,Kurtosis
Fingerprint #4182,18,10.19060,815.36323,60.98868,27.61149,90.51794,0.50952,1332957.66667,-0.97230,0.32545
Fingerprint #4183,17,10.21460,869.16428,169.25059,35.09847,101.26207,0.18538,1412170.52941,-2.15305,3.69028
Fingerprint #4184,16,10.16020,876.62426,163.95483,34.05861,95.17386,0.24828,1494679.68750,-1.98475,3.19811
Fingerprint #4185,12,10.23280,1206.55440,128.76506,49.59964,69.96034,0.25304,2005331.91667,-1.84407,2.82350
Fingerprint #4186,17,10.13200,878.92612,108.40983,41.33841,81.88343,0.36613,1402336.35294,-1.68074,2.43563
Fingerprint #4187,14,10.18150,1101.55079,108.01607,44.62390,102.43014,0.26253,1711582.50000,-1.70035,2.34017
Fingerprint #4188,17,10.12510,855.07601,160.63314,35.88752,105.93529,0.27267,1400884.94118,-2.08192,3.47357
Fingerprint #4189,18,10.15240,905.69104,144.59968,35.06591,115.98499,0.20986,1326739.27778,-2.22162,3.81823
Fingerprint #4190,17,10.21270,858.96305,98.99901,35.80226,81.27462,0.28249,1414374.47059,-1.78654,2.67780
Fingerprint #4191,12,10.17450,1204.82300,138.97236,50.27757,121.37592,0.21919,1995592.41667,-1.97847,3.25178
Fingerprint #4192,21,10.22310,703.82242,84.25395,31.87105,80.75438,0.50380,1145527.66667,-1.21227,1.09242
Fingerprint #4193,20,10.16910,662.95297,130.69349,33.92491,128.00054,0.26533,1195857.10000,-2.13685,3.47130
Fingerprint #4194,23,10.09540,661.23460,135.85307,31.36870,95.74477,0.26522,1030983.91304,-2.01641,3.27138
Fingerprint #4195,14,10.21520,998.49695,150.54774,46.67580,99.97102,0.15896,1717235.07143,-2.22758,3.98445
Fingerprint #4196,12,10.21700,1248.85938,177.30328,52.12596,131.11310,0.11415,2003596.66667,-2.27266,4.09849
Fingerprint #4197,17,10.17970,914.01988,141.73507,35.14933,101.95747,0.26755,1409197.17647,-1.86851,3.03074
Fingerprint #4198,16,10.18180,968.58960,164.50137,34.06619,107.26096,0.23885,1497804.18750,-2.33679,4.29338
Fingerprint #4199,12,10.22750,1329.69136,146.09647,45.62049,102.16401,0.22261,2005922.66667,-1.79576,2.64720
Fingerprint #4200,22,10.17310,695.82815,139.55471,30.52465,112.22229,0.29553,1087757.86364,-1.97464,3.26576
Fingerprint #4201,16,10.19350,964.06474,182.75114,35.07652,122.02090,0.22019,1498678.75000,-2.11180,3.63890
Fingerprint #4202,14,10.21290,1045.38229,114.94167,40.21758,106.66605,0.28102,1717217.07143,-1.77590,2.47221
Fingerprint #4203,16,10.17000,862.14131,154.34326,36.81519,114.45760,0.25352,1495699.25000,-2.15664,3.57447
Fingerprint #4204,11,10.23350,1339.41456,110.51123,57.27972,96.32433,0.25345,2191895.00000,-1.64126,1.88900
Fingerprint #4205,15,10.24850,979.24737,115.08838,44.75471,104.87670,0.30689,1610831.53333,-1.83925,2.86962
Fingerprint #4206,18,10.16010,899.04242,150.89808,39.65825,72.81408,0.17822,1326165.00000,-2.11392,3.79384
Fingerprint #4207,20,10.21710,725.31521,127.17154,32.17500,123.03580,0.28337,1202283.95000,-2.06934,3.24515
Fingerprint #4208,16,10.17490,940.94551,167.29473,39.36068,97.22604,0.18823,1496482.68750,-2.29171,4.12533
Fingerprint #4209,21,10.10660,699.85331,125.24349,33.21097,91.60118,0.29260,1131348.71429,-2.04745,3.34616
Fingerprint #4210,18,10.13640,866.10126,155.70940,34.72510,122.60759,0.23247,1323406.11111,-2.11600,3.60583
Fingerprint #4211,13,10.20700,1118.95813,174.57494,38.60008,106.29588,0.15797,1848807.76923,-2.11265,3.60741
Fingerprint #4212,16,10.22700,884.47574,153.20681,48.50875,75.80964,0.16617,1505606.12500,-2.34600,4.41943
Fingerprint #4213,20,10.15570,765.17264,174.24438,32.13707,146.69223,0.17960,1193952.40000,-2.23916,4.04702
Fingerprint #4214,21,10.10590,711.70804,170.08852,29.21640,113.92316,0.20425,1131775.95238,-2.14761,3.72708
Fingerprint #4215,21,10.11240,722.72154,139.89863,31.43063,124.12283,0.23317,1132649.28571,-2.20525,3.73710
Fingerprint #4216,12,10.19270,1172.62740,127.92932,45.56471,106.03894,0.31307,1997219.00000,-1.81873,2.76528
Fingerprint #4217,25,10.12470,592.04529,123.67996,27.82303,112.19011,0.31583,951312.60000,-1.89720,2.86509
Fingerprint #4218,13,10.26340,1219.96074,112.70714,41.78858,103.89143,0.35757,1858013.53846,-1.73071,2.41948
Fingerprint #4219,14,10.19340,1095.96927,136.42875,35.57098,122.22294,0.27774,1713899.35714,-1.69227,2.23143
Fingerprint #4220,11,10.19090,1362.88333,154.34259,51.71971,122.27812,0.15271,2178819.36364,-2.05345,3.35015
Fingerprint #4221,20,10.11650,729.44750,155.24908,36.19155,118.87871,0.20659,1189882.55000,-2.30343,4.14981
Fingerprint #4222,16,10.21390,960.24843,154.05203,36.24287,125.12754,0.18004,1502358.75000,-2.17817,3.76325
Fingerprint #4223,17,10.11580,892.06923,103.33310,37.76730,101.94866,0.33685,1399322.11765,-1.69407,2.31268
Fingerprint #4224,19,10.13810,846.73848,146.58878,28.17754,94.09119,0.34612,1255518.94737,-1.87743,2.96271
Fingerprint #4225,13,10.18980,1173.90464,138.19727,49.38718,101.84242,0.23292,1844259.38462,-1.97374,3.22776
Fingerprint #4226,21,10.12620,718.10515,134.64971,32.70530,115.71611,0.24204,1134385.00000,-2.03426,3.35840
Fingerprint #4227,14,10.23440,1101.90805,149.57833,40.73924,105.60359,0.25974,1719768.78571,-2.03425,3.53523
Fingerprint #4228,11,10.22630,1239.70762,171.18099,58.26290,140.80323,0.14560,2186559.72727,-2.27754,4.10125
Fingerprint #4229,13,10.17050,1124.92293,150.89054,45.79885,87.59128,0.28264,1842036.53846,-2.00367,3.45636
Fingerprint #4230,17,10.14630,879.28141,158.11912,35.46236,115.84996,0.23736,1403090.70588,-2.03352,3.42711
Fingerprint #4231,18,10.12800,853.11560,173.20495,32.27152,139.03210,0.18300,1322778.44444,-2.23531,4.01721
Fingerprint #4232,14,10.14420,1047.83989,115.12950,42.07655,81.09842,0.27914,1702624.35714,-1.78390,2.57087
Fingerprint #4233,18,10.13040,843.08572,137.78970,42.23119,91.52717,0.20557,1323478.33333,-2.21164,3.83113
Fingerprint #4234,17,10.21270,858.96305,98.99901,35.80226,81.27462,0.28249,1414374.47059,-1.78654,2.67780
Fingerprint #4235,24,10.13140,616.32787,128.15855,29.60853,111.52715,0.25228,992185.00000,-2.12823,3.48178
Fingerprint #4236,19,10.08670,843.62651,130.77199,36.14641,89.49493,0.24578,1248598.63158,-2.17991,3.70653
Fingerprint #4237,10,10.22170,1470.69429,101.96234,43.53237,90.17161,0.41742,2407133.30000,-1.39066,1.54592
Fingerprint #4238,22,10.19030,673.81660,145.42547,29.22576,114.78357,0.29988,1089076.04545,-1.89592,2.96628
Fingerprint #4239,14,10.17460,1032.97082,97.67486,41.16348,82.07768,0.41694,1710248.57143,-1.31843,1.38942
Fingerprint #4240,18,10.20940,913.36920,150.66675,32.60561,100.37689,0.23952,1334100.55556,-2.10286,3.58811
Fingerprint #4241,19,10.13390,829.11522,172.42272,30.81477,127.89124,0.19141,1254191.89474,-2.10445,3.64433
Fingerprint #4242,16,10.18320,973.86364,150.62825,34.08844,115.20956,0.26674,1497693.68750,-1.82764,2.73210
Fingerprint #4243,24,10.11520,603.55160,69.92937,26.35019,81.00305,0.57878,991973.75000,-1.17630,0.93854
Fingerprint #4244,20,10.12730,735.87564,134.56345,33.35276,104.84335,0.28120,1190916.05000,-1.94826,3.25222
Fingerprint #4245,16,10.20710,836.62625,114.32011,39.18115,112.86309,0.30132,1500878.75000,-2.02591,3.07475
Fingerprint #4246,13,10.17270,1275.02763,134.97285,46.97620,87.40183,0.16502,1839828.53846,-2.12948,3.53353
Fingerprint #4247,20,10.21370,762.29335,139.35394,28.29382,104.51480,0.27723,1201849.70000,-1.79730,2.57936
Fingerprint #4248,13,10.14170,1173.94437,108.82867,49.12393,122.53736,0.27398,1835809.00000,-1.72054,2.56187
Fingerprint #4249,17,10.14570,855.20750,96.76000,40.43184,100.24879,0.26372,1405086.64706,-1.68022,2.14046
Fingerprint #4250,17,10.09460,817.07105,151.72009,32.21707,108.12673,0.28568,1397573.52941,-1.75710,2.78826
Fingerprint #4251,15,10.25610,1075.22235,138.16152,38.55343,111.74476,0.23362,1608904.80000,-2.09584,3.39928
Fingerprint #4252,16,10.22410,881.00627,142.99942,42.92240,121.97385,0.20308,1503206.25000,-2.21943,3.87866
Fingerprint #4253,21,10.14320,726.36656,140.19023,29.68467,108.24123,0.26647,1135934.28571,-1.92761,3.08721
Fingerprint #4254,15,10.20510,935.89327,174.18742,35.18208,111.51746,0.27609,1601262.93333,-2.17165,3.86198
Fingerprint #4255,17,10.12940,835.67746,108.68163,37.20291,95.08850,0.24968,1399972.70588,-1.83642,2.52659
Fingerprint #4256,10,10.17310,1477.15227,149.70977,55.25919,103.87833,0.15654,2392242.70000,-1.91365,2.66149
Fingerprint #4257,20,10.13980,728.53472,154.01688,35.18887,115.32459,0.17396,1192099.35000,-2.14469,3.71633
Fingerprint #4258,21,10.10590,711.70804,170.08852,29.21640,113.92316,0.20425,1131775.95238,-2.14761,3.72708
Fingerprint #4259,23,10.13360,639.80447,115.60419,25.74558,114.75031,0.36999,1036612.91304,-1.58173,2.16874
Fingerprint #4260,14,10.15610,1036.27820,171.29505,42.19623,123.87868,0.22557,1706639.64286,-2.07882,3.53998
Fingerprint #4261,10,10.19510,1552.14220,143.42838,58.65751,98.99748,0.27128,2398778.90000,-1.97076,3.16532
Fingerprint #4262,13,10.16050,1162.80587,141.26822,47.42114,108.72786,0.19922,1838655.46154,-1.93869,3.02596
Fingerprint #4263,16,10.18180,968.58960,164.50137,34.06619,107.26096,0.23885,1497804.18750,-2.33679,4.29338
Fingerprint #4264,17,10.21880,886.63912,124.97785,35.22709,78.85835,0.32980,1414063.11765,-1.85713,2.72536
Fingerprint #4265,17,10.15090,956.41250,176.33676,36.51585,109.99765,0.16269,1404275.94118,-2.28430,4.06990
Fingerprint #4266,18,10.18990,797.65420,122.04917,38.83456,107.76961,0.26735,1332654.44444,-2.09600,3.47508
Fingerprint #4267,14,10.24430,1062.00674,142.30311,40.81392,114.26450,0.24879,1721581.00000,-2.04719,3.38199
Fingerprint #4268,18,10.17060,839.90632,112.30066,31.86918,106.45032,0.29446,1330610.16667,-1.74191,2.47231
Fingerprint #4269,20,10.10320,664.84565,110.60728,32.75499,90.13292,0.31975,1187455.40000,-1.67161,2.56484
Fingerprint #4270,18,10.17710,841.88104,143.89431,34.79001,104.67870,0.26595,1330947.88889,-1.97596,3.22675
Fingerprint #4271,18,10.19060,815.36323,60.98868,27.61149,90.51794,0.50952,1332957.66667,-0.97230,0.32545
Fingerprint #4272,23,10.16980,707.94727,148.34897,27.53185,123.20704,0.22060,1040234.95652,-2.08598,3.40012
Fingerprint #4273,20,10.08310,734.26553,132.61980,37.04098,103.44647,0.22582,1185943.85000,-2.03758,3.39783
Fingerprint #4274,9,10.18180,1732.23155,138.69280,56.06399,106.11261,0.23606,2662275.44444,-1.94227,3.09009
Fingerprint #4275,14,10.15670,1008.01916,128.73973,38.61843,95.86373,0.28600,1704748.50000,-1.88266,2.78176
Fingerprint #4276,18,10.12930,829.41321,172.31155,31.52236,119.00076,0.22237,1323378.61111,-2.12820,3.64140
Fingerprint #4277,24,10.09330,534.69801,125.59743,29.49516,120.44010,0.29243,989575.29167,-2.08136,3.39367
Fingerprint #4278,19,10.16680,774.74398,108.94877,33.67356,115.42354,0.29673,1259514.63158,-1.77269,2.58189
Fingerprint #4279,14,10.24540,1101.43253,144.75729,46.32562,115.84512,0.24637,1722305.71429,-2.02480,3.51514
Fingerprint #4280,21,10.12470,685.61909,131.77559,35.05553,110.62696,0.25693,1134269.04762,-2.10450,3.56266
Fingerprint #4281,20,10.10110,728.46674,94.18645,36.20396,102.73113,0.29845,1188790.40000,-1.63261,2.11085
Fingerprint #4282,22,10.19030,673.81660,145.42547,29.22576,114.78357,0.29988,1089076.04545,-1.89592,2.96628
Fingerprint #4283,20,10.14120,765.99868,133.68749,34.83942,93.28112,0.23884,1192352.95000,-2.00330,3.18151
Fingerprint #4284,17,10.15560,923.51139,93.36936,34.27895,87.57829,0.41597,1404825.29412,-1.39178,1.36317
Fingerprint #4285,11,10.19090,1362.88333,154.34259,51.71971,122.27812,0.15271,2178819.36364,-2.05345,3.35015
Fingerprint #4286,17,10.18370,822.26653,134.26470,38.37517,96.57921,0.26880,1408700.94118,-1.95596,3.16015
Fingerprint #4287,13,10.17580,1121.42675,123.25903,39.19000,75.03382,0.24340,1843234.30769,-1.69035,2.28589
Fingerprint #4288,21,10.19090,736.02733,110.02573,29.74083,122.02587,0.32806,1141643.42857,-1.66208,2.24884
Fingerprint #4289,14,10.15380,1045.57919,122.81966,42.51471,84.23455,0.26743,1705903.28571,-1.78642,2.55303
Fingerprint #4290,17,10.17530,845.89052,116.88746,39.55795,103.64766,0.28682,1407667.70588,-1.97624,3.06478
Fingerprint #4291,15,10.21180,981.14884,155.81316,46.05525,123.73038,0.17561,1601614.00000,-2.37703,4.48491
Fingerprint #4292,21,10.08530,709.41098,108.58605,36.24265,107.98065,0.27488,1128701.85714,-1.86418,2.76810
Fingerprint #4293,14,10.21240,1124.55641,101.36272,42.25741,81.46932,0.35490,1713980.21429,-1.55581,1.79826
Fingerprint #4294,21,10.16070,689.96237,113.87940,33.16543,80.80250,0.38574,1138638.04762,-1.73448,2.58445
Fingerprint #4295,18,10.12860,818.26966,117.23325,41.17432,98.39397,0.27597,1321238.38889,-1.86816,2.91443
Fingerprint #4296,20,10.11920,758.78518,149.26719,33.07460,117.85057,0.21418,1189880.85000,-2.22321,3.89323
Fingerprint #4297,20,10.12550,720.12382,155.61391,33.52132,89.73894,0.17481,1191351.95000,-2.23981,3.99761
Fingerprint #4298,12,10.14870,1243.15380,132.22490,53.57153,73.98433,0.26977,1989675.91667,-1.94381,3.21984
Fingerprint #4299,17,10.17050,825.45921,130.48429,33.40441,103.34986,0.29958,1408707.35294,-1.63779,2.16783
Fingerprint #4300,14,10.12730,1078.10547,103.69144,39.11948,97.45452,0.29879,1703545.07143,-1.59161,2.02706
Fingerprint #4301,19,10.23500,768.54812,128.22896,30.55280,97.13135,0.27655,1267050.05263,-1.83314,2.74061
Fingerprint #4302,12,10.13420,1216.78543,94.69966,36.16816,98.61485,0.43276,1987434.58333,-1.48513,1.44220
Fingerprint #4303,15,10.21180,981.14884,155.81316,46.05525,123.73038,0.17561,1601614.00000,-2.37703,4.48491
Fingerprint #4304,24,10.13360,651.54125,95.06390,30.62260,102.11305,0.24538,993401.25000,-1.58143,1.88696
Fingerprint #4305,21,10.11880,721.43893,142.79512,31.74485,121.64101,0.25818,1133085.09524,-2.16009,3.77492
Fingerprint #4306,26,10.08910,569.43104,74.07877,24.68870,65.83519,0.51555,913184.00000,-1.00802,0.69743
Fingerprint #4307,14,10.18390,1038.56927,113.68922,34.67476,79.42284,0.36448,1712999.00000,-1.61669,2.00071
Fingerprint #4308,24,10.16130,615.38045,98.15615,28.47080,71.04926,0.41258,996539.25000,-1.51367,1.83276
Fingerprint #4309,17,10.09470,788.74428,166.11013,35.07298,112.18999,0.23628,1396906.00000,-2.24926,3.92638
Fingerprint #4310,19,10.09830,728.33225,101.43851,31.23718,93.88255,0.38471,1249008.05263,-1.82062,2.61763
Fingerprint #4311,28,10.13410,513.41025,104.25755,24.42268,86.78332,0.42687,851558.89286,-1.59344,2.14924
Fingerprint #4312,17,10.14200,952.38778,151.42447,33.09537,104.87378,0.27313,1403555.00000,-2.10728,3.57627
Fingerprint #4313,17,10.15350,917.71955,124.87833,38.78509,105.52482,0.28849,1404393.47059,-1.89952,2.93297
Fingerprint #4314,21,10.09270,699.78912,124.85598,31.43464,109.82004,0.27157,1130069.04762,-2.06084,3.32883
Fingerprint #4315,12,10.16850,1148.05055,129.74900,46.83484,103.64806,0.23535,1996042.00000,-1.87962,2.86312
Fingerprint #4316,17,10.18350,884.04060,126.19170,32.82661,112.49876,0.28161,1410371.52941,-1.76206,2.41823
Fingerprint #4317,9,10.22810,1685.13656,104.96315,47.71072,103.85338,0.32811,2670503.11111,-1.44874,1.43935
Fingerprint #4318,12,10.18370,1199.74214,167.37700,53.21305,104.24104,0.12988,1997157.83333,-2.28194,4.06917
Fingerprint #4319,20,10.15860,790.15359,157.10114,32.15101,154.05939,0.18269,1194764.40000,-2.28226,4.04890
Fingerprint #4320,19,10.18170,719.37269,143.73857,34.17462,122.94905,0.23018,1261659.05263,-2.16239,3.69289
Fingerprint #4321,11,10.18110,1389.39379,132.96644,50.87765,101.45618,0.19152,2176202.27273,-2.11009,3.61577
Fingerprint #4322,13,10.24670,1258.87013,142.72305,38.93231,93.34199,0.16789,1854878.00000,-1.95920,2.88076
Fingerprint #4323,15,10.19740,1051.89630,148.21895,45.94874,122.18576,0.20710,1598844.46667,-2.23622,3.89561
Fingerprint #4324,21,10.12040,680.42093,141.81383,32.00087,138.24314,0.24951,1134065.61905,-1.94467,3.17795
Fingerprint #4325,15,10.15840,937.93028,163.65382,37.93370,114.41533,0.22084,1594720.46667,-2.20670,3.86940
Fingerprint #4326,11,10.20780,1344.11380,91.79689,40.10260,77.37038,0.38812,2183423.00000,-1.37006,1.40090
Fingerprint #4327,20,10.14120,765.99868,133.68749,34.83942,93.28112,0.23884,1192352.95000,-2.00330,3.18151
Fingerprint #4328,17,10.13640,875.99235,123.84997,34.78077,108.68601,0.28731,1402912.35294,-1.88111,2.95081
Fingerprint #4329,20,10.11660,658.12246,124.32340,35.14027,98.05213,0.25016,1189751.45000,-2.03010,3.19315
Fingerprint #4330,18,10.15520,868.98918,161.08134,30.40426,124.16254,0.22983,1326895.33333,-1.99629,3.20844
Fingerprint #4331,15,10.17910,1033.07181,115.55342,44.80478,111.62419,0.24665,1596472.46667,-1.91540,2.75812
Fingerprint #4332,22,10.15390,684.86520,114.52017,30.24748,112.16517,0.29854,1085500.81818,-1.93177,2.92303
Fingerprint #4333,20,10.11700,675.35130,119.51904,35.23587,108.37108,0.32022,1189109.30000,-1.75456,2.50080
Fingerprint #4334,7,10.22240,2071.67172,149.92521,75.78846,86.80180,0.15707,3435642.85714,-2.08200,3.52556
Fingerprint #4335,22,10.12350,657.08809,144.97621,28.42494,118.25382,0.23327,1082150.13636,-2.07239,3.41786
Fingerprint #4336,22,10.09400,650.86696,143.73897,30.86885,106.38460,0.25061,1079524.22727,-1.98609,3.28439
Fingerprint #4337,14,10.20580,1097.70130,144.48733,40.39588,118.31538,0.25421,1716025.21429,-1.89557,3.26795
Fingerprint #4338,14,10.15270,1097.59425,137.07103,38.97929,66.61824,0.26099,1704074.28571,-1.77290,2.74392
Fingerprint #4339,9,10.23170,1727.81376,125.81334,54.64745,112.49564,0.30116,2676959.77778,-1.64512,2.06812
Fingerprint #4340,18,10.20170,797.31138,105.33344,35.30881,79.44432,0.37816,1334244.72222,-1.39231,1.68234
Fingerprint #4341,14,10.17040,1081.16743,133.41855,46.88571,110.61333,0.23014,1708738.28571,-1.86369,2.93444
Fingerprint #4342,23,10.14520,648.02201,122.57876,33.79128,112.91473,0.25643,1038121.95652,-1.98192,3.18451
Fingerprint #4343,16,10.17160,886.75679,124.78435,41.14856,97.98302,0.23485,1495729.31250,-2.10611,3.42946
Fingerprint #4344,24,10.13600,612.40749,137.14723,24.27979,105.38590,0.31286,994730.70833,-1.78572,2.64711
Fingerprint #4345,17,10.12370,831.72786,122.29098,41.28795,107.50877,0.23370,1400623.00000,-1.96078,3.03625
Fingerprint #4346,27,10.12710,526.18600,124.42093,26.92123,105.05246,0.30513,882928.29630,-2.13691,3.61929
Fingerprint #4347,9,10.19420,1618.11687,120.14103,74.32033,76.30845,0.18305,2666217.77778,-1.95738,3.02107
Fingerprint #4348,17,10.25690,860.82951,116.10789,34.15147,111.00002,0.28624,1421320.17647,-1.64495,2.31783
Fingerprint #4349,16,10.23540,881.02428,77.02333,35.13387,103.31900,0.44794,1506898.56250,-1.12131,0.90871
Fingerprint #4350,19,10.14070,850.16886,153.00531,35.65826,128.15206,0.25253,1255252.15789,-2.03525,3.34483
Fingerprint #4351,14,10.18390,1038.56927,113.68922,34.67476,79.42284,0.36448,1712999.00000,-1.61669,2.00071
Fingerprint #4352,16,10.20420,957.96489,170.12963,38.44709,118.45855,0.19483,1501018.81250,-2.35007,4.37810
Fingerprint #4353,11,10.16640,1354.24273,111.58274,56.84902,109.29089,0.32675,2173915.45455,-1.75916,2.51674
Fingerprint #4354,18,10.15970,813.36784,102.89752,39.15426,98.40597,0.39700,1329424.05556,-1.45861,1.81488
Fingerprint #4355,14,10.20550,1093.17172,133.92031,42.79726,112.02890,0.24240,1715585.07143,-1.87594,2.78411
Fingerprint #4356,14,10.16780,1061.35613,170.70770,40.40596,105.62123,0.18850,1709719.00000,-2.25091,3.96149
Fingerprint #4357,14,10.14240,1092.86089,173.96229,48.78084,100.29943,0.10115,1705225.92857,-2.36381,4.45255
Fingerprint #4358,13,10.27930,1170.79457,155.33153,38.35458,117.84459,0.28849,1860717.07692,-1.92037,2.98444
Fingerprint #4359,18,10.17710,841.88104,143.89431,34.79001,104.67870,0.26595,1330947.88889,-1.97596,3.22675
Fingerprint #4360,23,9.99180,601.41919,118.66078,33.35650,88.58880,0.31121,1020882.43478,-1.91766,2.99002
Fingerprint #4361,18,10.11420,856.46267,138.94145,35.50672,109.87519,0.21758,1322161.88889,-2.16159,3.57843
Fingerprint #4362,15,10.19990,1001.29549,120.90891,41.48401,92.42399,0.26314,1600083.06667,-1.99561,3.23432
Fingerprint #4363,20,10.10350,810.52454,129.58498,35.41881,108.77471,0.20945,1187630.30000,-2.05403,3.34065
Fingerprint #4364,14,10.16780,1061.35613,170.70770,40.40596,105.62123,0.18850,1709719.00000,-2.25091,3.96149
Fingerprint #4365,17,10.12510,855.07601,160.63314,35.88752,105.93529,0.27267,1400884.94118,-2.08192,3.47357
Fingerprint #4366,20,10.12980,737.74248,153.71517,37.99464,129.70934,0.18324,1190325.60000,-2.30626,4.16627
Fingerprint #4367,17,10.20290,862.46861,126.32051,36.29118,97.08319,0.29550,1411956.88235,-2.14459,3.53493
Fingerprint #4368,13,10.21390,1159.19914,140.12170,49.95264,78.81817,0.17971,1848386.46154,-2.02690,3.08972
Fingerprint #4369,15,10.15580,1034.09260,149.40555,37.63810,104.38115,0.23631,1593464.40000,-1.90421,3.08359
Fingerprint #4370,18,10.15330,812.10979,130.51591,38.18930,115.41695,0.21674,1326333.55556,-2.12549,3.62643
Fingerprint #4371,17,10.16490,876.30512,130.72605,32.40319,108.53730,0.28392,1407519.05882,-1.92299,2.82718
Fingerprint #4372,20,10.10370,741.39264,153.65059,31.87688,130.24317,0.20924,1189090.40000,-2.18291,3.75956
Fingerprint #4373,9,10.22100,1691.71323,125.88815,59.32590,100.64550,0.19784,2672240.55556,-1.93545,2.71705
Fingerprint #4374,16,10.12590,818.45117,150.10741,43.76739,72.19081,0.18477,1488153.56250,-2.24550,3.96483
Fingerprint #4375,6,10.22530,2376.47133,190.40681,71.10150,75.07387,0.11897,4015550.33333,-2.17904,3.62336
Fingerprint #4376,16,10.17440,948.91210,107.36548,41.61883,77.11602,0.31496,1497234.31250,-1.75168,2.68348
Fingerprint #4377,22,10.17310,695.82815,139.55471,30.52465,112.22229,0.29553,1087757.86364,-1.97464,3.26576
Fingerprint #4378,19,10.12470,748.05747,97.15971,40.21782,89.26477,0.29830,1253306.63158,-1.72884,2.44929
Fingerprint #4379,23,10.09030,631.88087,88.98871,29.78545,100.61338,0.37765,1031205.82609,-1.68997,2.22414
Fingerprint #4380,23,10.15990,645.34608,129.42253,28.39036,109.87893,0.29849,1039650.73913,-1.97472,3.12073
Fingerprint #4381,15,10.17950,989.03418,129.26753,42.72236,90.39987,0.29851,1596610.00000,-1.96069,3.02536
Fingerprint #4382,16,10.18690,938.40109,126.94616,38.81143,118.08010,0.30845,1497809.43750,-1.87958,2.88103
Fingerprint #4383,15,10.17320,1071.66331,156.66086,38.29574,111.59313,0.14825,1596712.40000,-2.10919,3.66124
Fingerprint #4384,14,10.20760,1059.95707,128.20202,46.15375,101.77547,0.23985,1715332.57143,-2.10759,3.35066
Fingerprint #4385,21,10.20300,625.65500,103.24700,34.08825,96.57358,0.31336,1144085.95238,-1.82061,2.49466
Fingerprint #4386,16,10.17060,935.89436,106.52892,38.89134,64.99733,0.31195,1496073.81250,-1.74477,2.41034
Fingerprint #4387,15,10.20320,983.44970,135.73332,44.19145,114.19613,0.21420,1599739.13333,-2.02201,3.22018
Fingerprint #4388,17,10.16190,930.29673,145.51754,39.76536,124.75998,0.19549,1406968.00000,-2.23202,4.06126
Fingerprint #4389,19,10.17380,766.88809,114.90751,32.62649,96.71069,0.30643,1259910.78947,-1.73851,2.67681
Fingerprint #4390,14,10.16020,1090.44350,138.71976,41.91022,99.98330,0.22682,1707295.78571,-2.01373,3.20856
Fingerprint #4391,21,10.06950,683.40264,102.62363,38.97466,82.21455,0.22803,1127562.71429,-1.88084,2.71522
Fingerprint #4392,10,10.27450,1527.26183,108.22371,45.43019,46.30075,0.38159,2420287.40000,-1.20150,1.22929
Fingerprint #4393,15,10.13730,1024.66050,110.94292,41.18431,81.43389,0.27245,1589189.40000,-1.51735,1.82516
Fingerprint #4394,20,10.12660,700.08877,130.39289,36.87727,102.25158,0.24654,1190851.70000,-2.12759,3.65885
Fingerprint #4395,14,10.15270,1097.59425,137.07103,38.97929,66.61824,0.26099,1704074.28571,-1.77290,2.74392
Fingerprint #4396,13,10.13490,1182.73980,114.18166,49.69526,102.50875,0.28914,1832472.76923,-1.84047,2.77448
Fingerprint #4397,14,10.23910,1080.84706,149.11097,49.27493,109.00594,0.12680,1721738.50000,-2.14139,3.64913
Fingerprint #4398,19,10.21820,723.76285,137.92891,34.19608,116.16532,0.28593,1265644.36842,-2.10732,3.55747
Fingerprint #4399,15,10.24050,976.65494,120.80777,32.49824,92.37664,0.32727,1606267.73333,-1.82491,2.64246
Fingerprint #4400,16,10.23600,958.57543,158.27570,41.79453,124.08655,0.15376,1505064.00000,-2.23543,3.94319
Fingerprint #4401,8,10.25120,2039.83522,153.74171,63.26187,104.31099,0.28579,3017177.00000,-1.74870,2.71320
Fingerprint #4402,12,10.17860,1229.21783,128.81900,56.82719,120.08259,0.18552,1995453.83333,-1.90663,3.13666
Fingerprint #4403,12,10.27540,1165.72155,146.34412,47.79473,93.34570,0.26658,2014574.41667,-1.87350,2.81618
Fingerprint #4404,18,10.15060,788.80456,119.82281,43.05220,87.37207,0.24762,1327733.44444,-1.89160,2.97387
Fingerprint #4405,17,10.26460,820.98185,136.24396,35.31565,103.91619,0.30355,1420898.52941,-1.93882,3.06440
Fingerprint #4406,16,10.24320,959.53344,148.18475,34.54757,103.85390,0.27170,1506501.12500,-1.77090,2.65617
Fingerprint #4407,19,10.15350,703.54010,131.71597,37.68777,109.34313,0.24374,1257673.57895,-2.16644,3.68516
Fingerprint #4408,15,10.17980,995.69501,146.47097,38.38709,117.32044,0.24842,1596991.00000,-2.06957,3.47832
Fingerprint #4409,15,10.24550,1049.82477,111.86619,32.91971,105.41627,0.42818,1606920.06667,-1.57906,2.08529
Fingerprint #4410,13,10.20940,1146.69068,155.89989,44.16896,120.15576,0.21095,1848063.92308,-2.06407,3.41573
Fingerprint #4411,22,10.22060,685.53069,57.72534,25.10925,69.80633,0.62875,1093061.09091,-0.73150,-0.15079
Fingerprint #4412,23,10.13550,661.17934,123.77443,25.46412,99.96564,0.30678,1036070.95652,-1.85505,2.69206
